run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.0,8,2,20875172.933489732,20390479.467201658,20791330.163518082,20901770.85829956,26597.9248098284,20901577.768555768,26404.83506603539,83842.7699716501,0.4016386845693737
1,30.0,0.0,8,2,21347781.837831564,20390479.467201658,21257859.571427327,21359251.754243094,11469.916411530226,21356239.652439523,8457.81460795924,89922.2664042376,0.4212253389477752
2,30.0,0.0,8,2,20953449.798372604,20390479.467201658,20835967.01718245,20968973.52104687,15523.722674265504,20970541.56135021,17091.76297760755,117482.78119015321,0.5606846715965491
3,30.0,0.0,8,2,21391296.077189665,20390479.467201658,21304734.99837386,21418952.14379114,27656.066601473838,21418650.696477905,27354.619288239628,86561.07881580666,0.40465560620288904
4,30.0,0.0,8,2,21562760.237429447,20390479.467201658,21492563.352257293,21598156.14560703,35395.908177580684,21598102.20699774,35341.96956829354,70196.88517215475,0.3255468427938292
5,30.0,0.0,8,2,21757040.229741864,20390479.467201658,21679631.752107617,21774874.263824437,17834.034082572907,21772581.521266058,15541.291524194181,77408.47763424739,0.35578588271593137
6,30.0,0.0,8,2,21676782.855771918,20390479.467201658,21593090.98816154,21691268.490226462,14485.634454544634,21691433.428975992,14650.573204074055,83691.86761037633,0.3860898924311157
7,30.0,0.0,8,2,21364671.938311595,20390479.467201658,21269360.433583193,21371104.73225072,6432.793939124793,21370844.30546937,6172.367157775909,95311.50472840294,0.4461173333417223
8,30.0,0.0,8,2,21706685.370441683,20390479.467201658,21637000.48203228,21722656.185397666,15970.814955983311,21720297.069418583,13611.698976900429,69684.88840940222,0.32102961470245095
9,30.0,0.0,8,2,20978417.947484124,20390479.467201658,20917294.714483075,21001025.72785096,22607.780366834253,20999570.660082176,21152.712598051876,61123.23300104961,0.2913624523739643
