run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,30.0,0.05,2,8,21828107.886912473,20390479.467201658,21815126.165021736,21836952.463497534,8844.576585061848,21834126.568630412,6018.681717939675,12981.721890736371,0.0594725019593652
1,30.0,0.05,2,8,21138267.250597626,20390479.467201658,21055783.07958616,21161464.1617038,23196.91110617295,21156885.175453424,18617.924855798483,82484.17101146653,0.3902125469112636
2,30.0,0.05,2,8,20409190.461413756,20390479.467201658,20301550.912430014,20430589.8937019,21399.432288143784,20431783.36098056,22592.899566803128,107639.54898374155,0.5274072442375811
3,30.0,0.05,2,8,22130117.694749262,20390479.467201658,22084508.577640243,22136965.960083477,6848.265334215015,22133765.583452195,3647.888702932745,45609.11710901931,0.20609523066314658
4,30.0,0.05,2,8,21153462.04358624,20390479.467201658,21106644.66390479,21184829.159797393,31367.116211153567,21186914.200743474,33452.15715723485,46817.37968144938,0.2213225408918087
5,30.0,0.05,2,8,21085898.643434815,20390479.467201658,20970225.04219126,21105373.91696529,19475.273530475795,21103061.03615839,17162.392723575234,115673.60124355555,0.5485827433756115
6,30.0,0.05,2,8,21583265.653181966,20390479.467201658,21469969.22948797,21602651.23742408,19385.584242112935,21602651.23742415,19385.584242183715,113296.42369399592,0.5249271612300843
7,30.0,0.05,2,8,22048593.70526887,20390479.467201658,21971236.82350185,22092392.135138944,43798.42987007275,22085774.90217143,37181.19690255821,77356.88176701963,0.3508472367946711
8,30.0,0.05,2,8,20306988.430319358,20390479.467201658,20238414.124666058,20334312.360056262,27323.9297369048,20329477.992020972,22489.56170161441,68574.30565330014,0.33768820959643253
9,30.0,0.05,2,8,22488788.234947875,20390479.467201658,22398518.639662035,22490963.073722538,2174.838774662465,22489620.807567023,832.5726191475987,90269.59528584033,0.40139821827109473
