run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.2,2,2,21845505.718746472,20390479.467201658,21838486.221969206,21840230.340780124,-5275.377966348082,21846633.85914971,1128.1404032371938,7019.496777266264,0.03213245263185902
1,0.0,0.2,2,2,21103112.586855527,20390479.467201658,21004881.03171185,21118292.09796521,15179.511109683663,21120978.38839183,17865.801536303014,98231.5551436767,0.4654837277646999
2,0.0,0.2,2,2,20445434.630430546,20390479.467201658,20334464.26797114,20473914.49449044,28479.864059895277,20473782.16178094,28347.53135039285,110970.36245940626,0.5427635287060142
3,0.0,0.2,2,2,22097124.238506485,20390479.467201658,22051515.12139743,22103714.750622075,6590.512115590274,22100772.127209313,3647.888702828437,45609.11710905656,0.20640295369104203
4,0.0,0.2,2,2,21126849.70704592,20390479.467201658,21036709.547997095,21159798.93832672,32949.231280799955,21150896.142029908,24046.43498398736,90140.1590488255,0.4266616192132198
5,0.0,0.2,2,2,21157113.901582327,20390479.467201658,21046486.105510272,21180438.189592518,23324.288010191172,21178577.91446314,21464.01288081333,110627.79607205465,0.5228869901001992
6,0.0,0.2,2,2,21489983.026740633,20390479.467201658,21371098.94267883,21494830.92913033,4847.9023896977305,21494830.929130383,4847.902389749885,118884.08406180143,0.5532069704935103
7,0.0,0.2,2,2,22054935.536243595,20390479.467201658,21956292.145248573,22071781.335207462,16845.798963867128,22068790.65903198,13855.122788384557,98643.39099502191,0.44726220501945246
8,0.0,0.2,2,2,20291537.55752969,20390479.467201658,20238984.27148197,20328803.494414937,37265.936885245144,20320200.22136064,28662.66383094713,52553.286047723144,0.25899114790452094
9,0.0,0.2,2,2,22520403.684329823,20390479.467201658,22427937.25968344,22532347.947243426,11944.262913603336,22534372.12512925,13968.440799426287,92466.42464638129,0.4105895522233529
