run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.05,8,2,21095383.466884024,20565692.625499967,20998500.045341134,21429016.887936182,333633.4210521579,21106807.771696802,11424.304812777787,96883.42154289037,0.45926361895710494
1,70.0,0.05,8,2,21544242.517156042,20565692.625499967,21459449.917437494,21993811.694818974,449569.1776629314,21560620.885656204,16378.368500161916,84792.59971854836,0.3935742909087037
2,70.0,0.05,8,2,21186532.627942376,20565692.625499967,21074898.104683798,21629817.167779014,443284.5398366377,21207550.712270714,21018.084328338504,111634.52325857803,0.5269126629590446
3,70.0,0.05,8,2,21610430.108140245,20565692.625499967,21496899.751755252,21988574.891810194,378144.7836699486,21618287.26892437,7857.160784125328,113530.3563849926,0.5253498232884677
4,70.0,0.05,8,2,21760901.251407042,20565692.625499967,21692758.53226803,22042461.74090361,281560.48949656636,21777724.678049542,16823.426642499864,68142.71913901344,0.31314290870469985
5,70.0,0.05,8,2,21955364.193318125,20565692.625499967,21880662.939850822,22321214.84295205,365850.6496339254,21974106.85040782,18742.657089695334,74701.25346730277,0.3402414681421558
6,70.0,0.05,8,2,21869001.28995088,20565692.625499967,21788686.164868403,22205445.301529314,336444.0115784332,21892484.41392386,23483.123972978443,80315.12508247793,0.36725556881915716
7,70.0,0.05,8,2,21564132.96495185,20565692.625499967,21472268.009953566,21921498.093984406,357365.12903255597,21581267.69075257,17134.725800719112,91864.95499828458,0.42600810868488215
8,70.0,0.05,8,2,21871828.185340464,20565692.625499967,21790299.7557964,22184063.16831866,312234.98297819495,21884894.887841754,13066.702501289546,81528.42954406515,0.3727554407121274
9,70.0,0.05,8,2,21188036.62363638,20565692.625499967,21118776.40167211,21545652.09884895,357615.4752125703,21192519.708778214,4483.085141833872,69260.22196426988,0.3268836239739477
